Customer ID,last_date,recency,frequency,average_invoice_value,rec_rank,rank_freq,rank_monet,rece_tile,freq_tile,mone_tile,category
16380,2011-10-09,61,1,1743.15,2182,1461,42,1,1,1,1_1_1
13763,2011-10-07,63,3,1739.1466666666668,2197,1056,43,1,1,1,1_1_1
15947,2011-09-18,82,1,1708.24,2529,403,44,1,1,1,1_1_1
16902,2011-08-15,116,1,1706.88,2792,1973,45,2,1,1,2_1_1
15786,2011-10-24,46,5,1700.324,1874,450,46,1,1,1,1_1_1
13135,2011-05-27,196,2,1685.725,3223,1861,47,2,1,1,2_1_1
13734,2010-07-19,508,4,1673.9225000000001,4738,445,48,2,1,1,2_1_1
17084,2011-11-04,35,3,1667.07,1615,6,49,1,1,1,1_1_1
12911,2010-06-06,551,1,1651.72,4867,744,50,2,1,1,2_1_1
15310,2010-08-18,478,1,1634.64,4650,3726,51,2,2,1,2_2_1
12931,2011-11-18,21,57,1620.1287719298246,1105,3558,52,1,2,1,1_2_1
17107,2011-11-06,33,10,1605.272,1580,959,53,1,1,1,1_1_1
13868,2011-12-02,7,2,1596.27,422,2093,54,1,1,1,1_1_1
13850,2011-08-02,129,1,1595.48,2866,1425,55,2,1,1,2_1_1
13337,2010-06-11,546,1,1575.26,4844,554,56,2,1,1,2_1_1
18139,2011-11-22,17,6,1406.39,937,34,57,1,1,1,1_1_1
13572,2011-05-18,205,1,1384.25,3275,332,58,2,1,1,2_1_1
13802,2011-07-24,138,19,1382.0584210526315,2917,4502,59,2,2,1,2_2_1
15032,2011-03-28,256,8,1376.25625,3506,779,60,2,1,1,2_1_1
13694,2011-12-06,3,143,1368.1167132867133,208,560,61,1,1,1,1_1_1
15413,2010-01-17,691,5,1359.7440000000001,5258,197,62,2,1,1,2_1_1
14899,2010-11-09,395,1,1331.38,4141,3257,63,2,2,1,2_2_1
14956,2010-10-14,421,1,1325,4351,2417,64,2,1,1,2_1_1
13328,2011-01-27,316,1,1308.48,3747,1620,65,2,1,1,2_1_1
13316,2011-11-02,37,10,1294.082,1675,1179,66,1,1,1,1_1_1
15823,2010-12-02,372,3,1294.0566666666666,3889,126,67,2,1,1,2_1_1
15171,2011-01-12,331,1,1289.5,3793,1349,68,2,1,1,2_1_1
14258,2011-11-30,9,25,1282.0536,560,1098,69,1,1,1,1_1_1
17037,2011-09-13,87,1,1267.32,2574,135,70,1,1,1,1_1_1
13373,2011-10-10,60,6,1264.5316666666668,2149,4407,71,1,2,1,1_2_1
12939,2011-10-06,64,20,1263.24,2220,3410,72,1,2,1,1_2_1
16180,2011-08-31,100,13,1249.99,2688,2063,73,2,1,1,2_1_1
13334,2011-09-18,82,5,1240.3600000000001,2530,3991,74,1,2,1,1_2_1
16772,2010-10-12,423,3,1232.6833333333334,4371,1839,75,2,1,1,2_1_1
15004,2011-07-15,147,1,1220.77,2957,3269,76,2,2,1,2_2_1
17133,2011-11-24,15,12,1218.5275000000001,828,2246,77,1,1,1,1_1_1
16873,2011-12-05,4,12,1218.1158333333333,294,1489,78,1,1,1,1_1_1
15077,2010-08-02,494,2,1214.04,4697,3638,79,2,2,1,2_2_1
14286,2011-11-16,23,7,1211.3942857142856,1202,3433,80,1,2,1,1_2_1
16333,2011-12-02,7,22,1210.3090909090909,423,2980,81,1,2,1,1_2_1
14160,2010-04-08,610,7,1203.067142857143,5039,2889,82,2,2,1,2_2_1
15341,2011-09-20,80,2,1201.36,2502,2853,83,1,2,1,1_2_1
14105,2011-04-14,239,5,1197.766,3416,2806,84,2,2,1,2_2_1
14213,2010-10-31,404,1,1192.2,4218,1710,85,2,1,1,2_1_1
16501,2010-11-21,383,1,1191.23,4031,381,86,2,1,1,2_1_1
15113,2011-11-30,9,3,1169.81,561,165,87,1,1,1,1_1_1
16800,2011-11-28,11,1,1162.65,692,2218,88,1,1,1,1_1_1
13124,2011-09-11,89,4,1160.415,2601,1002,89,1,1,1,1_1_1
16984,2011-09-12,88,9,1150.058888888889,2585,785,90,1,1,1,1_1_1
13371,2010-07-22,505,2,1148.83,4728,509,91,2,1,1,2_1_1
15676,2011-11-21,18,3,1145.2533333333333,1004,2759,92,1,2,1,1_2_1
15382,2011-11-25,14,12,1144.4625,791,2142,93,1,1,1,1_1_1
16281,2011-09-28,72,3,1141.34,2366,1997,95,1,1,1,1_1_1
17876,2010-11-05,399,3,1141.34,4177,1907,94,2,1,1,2_1_1
16270,2010-12-21,353,1,1141.24,3817,695,96,2,1,1,2_1_1
17857,2011-12-05,4,24,1139.46,295,3295,97,1,2,1,1_2_1
12830,2011-11-02,37,6,1135.7733333333333,1676,2564,98,1,1,1,1_1_1
16303,2011-11-14,25,7,1132.6100000000001,1303,1787,99,1,1,1,1_1_1
13365,2011-11-06,33,2,1112.685,1581,1629,100,1,1,1,1_1_1
14298,2011-12-01,8,82,1112.1279268292683,486,1522,101,1,1,1,1_1_1
15069,2011-06-13,179,1,1109.53,3138,1519,102,2,1,1,2_1_1
15559,2010-05-20,568,1,1109.4,4911,946,103,2,1,1,2_1_1
15828,2010-11-29,375,1,1108.82,3933,586,104,2,1,1,2_1_1
16182,2011-09-28,72,9,1107.9611111111112,2367,281,105,1,1,1,1_1_1
16029,2011-11-01,38,107,1100.5945794392524,1702,160,106,1,1,1,1_1_1
16732,2011-11-08,31,4,1096.91,1504,1475,107,1,1,1,1_1_1
16652,2011-10-12,58,16,1096.899375,2108,977,108,1,1,1,1_1_1
15934,2010-10-18,417,2,1095.33,4318,400,109,2,1,1,2_1_1
14212,2011-09-11,89,2,1095.0700000000002,2602,26,110,1,1,1,1_1_1
15978,2011-09-23,77,3,1093.1399999999999,2451,3824,111,1,2,1,1_2_1
14866,2011-11-29,10,19,1091.923157894737,622,2787,112,1,2,1,1_2_1
13853,2011-10-13,57,1,1090.14,2082,2395,113,1,1,1,1_1_1
17340,2011-11-10,29,18,1089.8861111111112,1416,2370,114,1,1,1,1_1_1
16067,2010-05-26,562,3,1089.7033333333334,4894,1327,115,2,1,1,2_1_1
14145,2011-10-24,46,7,1085.7214285714285,1875,1214,116,1,1,1,1_1_1
14607,2011-11-24,15,22,1080.1422727272727,829,746,117,1,1,1,1_1_1
15523,2011-09-16,84,16,1078.699375,2535,305,118,1,1,1,1_1_1
13224,2011-10-10,60,2,1077.975,2150,3163,119,1,2,1,1_2_1
14062,2011-11-30,9,24,1066.0687500000001,562,1458,120,1,1,1,1_1_1
14488,2011-10-03,67,1,1064.28,2297,1211,121,1,1,1,1_1_1
14411,2011-02-02,310,1,1063,3722,1030,122,2,1,1,2_1_1
16546,2011-02-22,290,5,1061.414,3663,606,123,2,1,1,2_1_1
17727,2011-11-24,15,1,1060.25,830,2464,124,1,1,1,1_1_1
16041,2011-11-09,30,3,1055.4666666666667,1466,1934,125,1,1,1,1_1_1
13881,2011-12-06,3,43,1050.6767441860466,209,1501,126,1,1,1,1_1_1
13775,2010-04-28,590,1,1049.66,4976,392,127,2,1,1,2_1_1
17474,2010-04-19,599,1,1047,5015,4784,128,2,2,1,2_2_1
16072,2011-02-24,288,4,1045.0225,3652,3760,129,2,2,1,2_2_1
15464,2011-01-05,338,1,1044.65,3811,3535,130,2,2,1,2_2_1
15151,2010-10-12,423,2,1042.805,4372,3313,131,2,2,1,2_2_1
16991,2010-10-14,421,1,1041.21,4352,2557,132,2,1,1,2_1_1
16253,2011-10-04,66,7,1038.8857142857144,2276,2373,133,1,1,1,1_1_1
18026,2010-07-27,500,2,1037.035,4709,1835,134,2,1,1,2_1_1
16705,2011-12-09,0,42,1036.072642857143,2,1181,135,1,1,1,1_1_1
16260,2011-10-20,50,1,1035.45,1933,878,136,1,1,1,1_1_1
13098,2011-12-08,1,28,1031.5157142857142,28,579,137,1,1,1,1_1_1
13235,2011-05-11,212,1,1031.07,3302,4578,138,2,2,1,2_2_1
15333,2011-05-15,208,1,1028.56,3287,3699,139,2,2,1,2_2_1
13139,2011-11-23,16,8,1025.3725,882,3562,140,1,2,1,1_2_1
13225,2011-12-06,3,16,1016.254375,210,3379,141,1,2,1,1_2_1
17197,2011-11-10,29,1,1013.01,1417,3308,142,1,2,1,1_2_1
15782,2011-11-30,9,4,1003.525,563,3020,143,1,2,1,1_2_1
14049,2011-11-23,16,13,1001.8,883,1952,144,1,1,1,1_1_1
14255,2010-06-11,546,1,1000.63,4845,1411,145,2,1,1,2_1_1
16698,2011-04-27,226,2,999,3373,1167,146,2,1,1,2_1_1
17044,2011-11-14,25,12,996.8583333333333,1304,1075,147,1,1,1,1_1_1
15061,2011-12-06,3,127,995.1891338582677,211,231,148,1,1,1,1_1_1
17949,2011-12-08,1,118,994.1871186440678,29,24,149,1,1,1,1_1_1
15176,2010-02-10,667,1,988.0400000000001,5194,4646,150,2,2,1,2_2_1
15531,2011-12-01,8,2,986.1949999999999,487,4273,151,1,2,1,1_2_1
13093,2011-03-09,275,55,984.440909090909,3602,3339,152,2,2,1,2_2_1
14544,2011-11-15,24,3,979.51,1256,2973,153,1,2,1,1_2_1
12967,2010-12-16,358,3,979.5066666666668,3824,2817,154,2,2,1,2_2_1
17369,2010-09-10,455,1,979.1999999999999,4560,2566,155,2,1,1,2_1_1
16126,2011-11-10,29,15,976.3066666666667,1418,2549,156,1,1,1,1_1_1
16993,2010-09-02,463,2,975.4749999999999,4587,2360,157,2,1,1,2_1_1
15251,2011-11-30,9,21,967.8352380952381,564,2267,158,1,1,1,1_1_1
13204,2009-12-08,731,1,966.6600000000001,5313,1576,159,2,1,1,2_1_1
16210,2011-12-08,1,35,964.3134285714286,30,1286,160,1,1,1,1_1_1
15497,2011-11-22,17,9,961.9322222222222,938,1126,161,1,1,1,1_1_1
14680,2011-11-14,25,58,960.1465517241379,1305,1112,162,1,1,1,1_1_1
14175,2011-10-11,59,8,959.86,2131,1102,163,1,1,1,1_1_1
18192,2011-09-29,71,1,957.97,2340,864,164,1,1,1,1_1_1
17381,2011-12-01,8,38,957.8592105263158,488,430,165,1,1,1,1_1_1
14733,2011-11-23,16,15,955.6766666666666,884,137,166,1,1,1,1_1_1
14875,2011-08-24,107,3,954.1333333333333,2731,31,167,2,1,1,2_1_1
13680,2011-12-08,1,12,951.6391666666667,31,4105,168,1,2,1,1_2_1
16636,2010-09-27,438,4,950.51,4502,2500,169,2,1,1,2_1_1
15177,2010-10-10,425,1,948.9300000000001,4390,1467,170,2,1,1,2_1_1
17553,2011-08-02,129,4,939.4,2867,1338,171,2,1,1,2_1_1
17389,2011-12-09,0,61,937.9562295081968,3,690,172,1,1,1,1_1_1
15980,2011-09-12,88,7,934.8114285714286,2586,413,173,1,1,1,1_1_1
18133,2011-05-11,212,1,931.4999999999999,3303,4809,174,2,2,1,2_2_1
14855,2011-08-12,119,7,931.4714285714285,2805,3983,175,2,2,1,2_2_1
15123,2011-12-02,7,5,931.2339999999999,424,3712,176,1,2,1,1_2_1
15228,2011-10-04,66,6,930.045,2277,3055,177,1,2,1,1_2_1
15502,2011-11-24,15,14,928.8478571428572,831,2840,178,1,2,1,1_2_1
16917,2011-03-08,276,2,925.94,3607,1962,179,2,1,1,2_1_1
15817,2010-10-15,420,3,922.1333333333333,4339,1866,180,2,1,1,2_1_1
13934,2011-03-21,263,1,922.1,3540,1793,181,2,1,1,2_1_1
17686,2011-12-02,7,9,921.8677777777777,425,1506,182,1,1,1,1_1_1
15576,2011-11-02,37,1,921.37,1677,1418,183,1,1,1,1_1_1
17919,2011-09-12,88,2,920.16,2587,1386,184,1,1,1,1_1_1
13075,2011-08-02,129,1,919.61,2868,1265,185,2,1,1,2_1_1
14015,2011-10-18,52,1,917.34,1998,951,186,1,1,1,1_1_1
13952,2011-05-06,217,14,915.9657857142857,3328,754,187,2,1,1,2_1_1
16216,2011-03-17,267,1,914.9300000000001,3567,637,188,2,1,1,2_1_1
14769,2011-12-07,2,17,912.594705882353,129,406,189,1,1,1,1_1_1
13027,2011-08-18,113,19,907.3263157894737,2769,5176,190,2,2,1,2_2_1
14125,2011-11-29,10,3,906.8766666666667,623,4142,191,1,2,1,1_2_1
14969,2010-01-05,703,1,906.23,5268,3592,192,2,2,1,2_2_1
15710,2010-10-18,417,1,898.87,4319,3181,193,2,2,1,2_2_1
13375,2011-09-12,88,2,896.115,2588,2522,194,1,1,1,1_1_1
15066,2011-10-17,53,1,893.59,2022,2444,195,1,1,1,1_1_1
14737,2011-12-06,3,4,888.5425,212,2264,196,1,1,1,1_1_1
14031,2011-12-02,7,44,886.8070454545455,426,1719,197,1,1,1,1_1_1
17584,2011-12-02,7,6,884.9033333333333,427,1704,198,1,1,1,1_1_1
14756,2011-11-24,15,3,884.5866666666667,832,1676,199,1,1,1,1_1_1
15736,2010-09-30,435,2,883.56,4473,1650,200,2,1,1,2_1_1
16336,2010-10-15,420,4,879.4225,4340,1295,201,2,1,1,2_1_1
14612,2010-10-20,415,1,877.7,4307,923,202,2,1,1,2_1_1
16276,2011-06-16,176,3,876.4633333333335,3116,249,203,2,1,1,2_1_1
18087,2011-09-02,98,17,868.3247058823529,2673,69,204,1,1,1,1_1_1
17317,2011-10-24,46,3,866.78,1876,3777,205,1,2,1,1_2_1
15296,2011-10-20,50,12,860.2524999999999,1934,3641,206,1,2,1,1_2_1
13339,2011-05-23,200,1,860.12,3251,3627,207,2,2,1,2_2_1
18008,2011-09-30,70,23,859.0904347826087,2321,3523,208,1,2,1,1_2_1
17161,2010-09-21,444,1,856.01,4525,2563,209,2,1,1,2_1_1
16398,2011-07-08,154,2,852.9000000000001,2988,2321,210,2,1,1,2_1_1
17728,2011-12-06,3,5,847.752,213,1697,211,1,1,1,1_1_1
14245,2011-05-04,219,2,846.725,3354,1535,212,2,1,1,2_1_1
18079,2011-10-25,45,5,840.786,1854,1191,213,1,1,1,1_1_1
13344,2011-10-03,67,3,837.23,2298,618,214,1,1,1,1_1_1
15832,2011-03-30,254,1,836.79,3496,395,215,2,1,1,2_1_1
15265,2011-07-11,151,4,836.4100000000001,2977,374,216,2,1,1,2_1_1
15190,2010-10-01,434,1,834.4399999999999,4463,324,217,2,1,1,2_1_1
12903,2010-10-07,428,1,833.53,4408,120,218,2,1,1,2_1_1
16131,2011-10-19,51,12,829.785,1973,97,219,1,1,1,1_1_1
16494,2011-02-16,296,1,826.53,3676,4440,220,2,2,1,2_2_1
17672,2011-10-20,50,7,825.5185714285715,1935,3570,221,1,2,1,1_2_1
13151,2011-02-17,295,3,821.7366666666667,3673,3319,222,2,2,1,2_2_1
13893,2011-02-15,297,1,821.1,3681,3149,223,2,2,1,2_2_1
13612,2010-03-17,632,1,818.29,5106,3022,224,2,2,1,2_2_1
15808,2011-02-06,306,21,818.1071428571429,3708,2435,225,2,1,1,2_1_1
15050,2011-11-14,25,5,817.438,1306,2358,226,1,1,1,1_1_1
18092,2011-12-07,2,18,816.3177777777778,130,2354,227,1,1,1,1_1_1
14164,2011-09-30,70,2,815.885,2322,1773,228,1,1,1,1_1_1
13777,2011-12-09,0,61,813.7419672131148,4,1661,229,1,1,1,1_1_1
17353,2011-08-02,129,4,810.5,2869,1469,230,2,1,1,2_1_1
15640,2011-12-05,4,29,810.1486206896552,296,1324,231,1,1,1,1_1_1
14154,2011-04-14,239,8,807.5875,3417,1084,232,2,1,1,2_1_1
16101,2011-09-30,70,4,807.29,2323,869,233,1,1,1,1_1_1
17814,2010-11-29,375,2,804.685,3934,691,234,2,1,1,2_1_1
12847,2011-11-17,22,2,804.5,1151,493,235,1,1,1,1_1_1
16940,2011-10-18,52,8,803.4575,1999,452,236,1,1,1,1_1_1
13869,2011-08-08,123,10,799.687,2830,208,237,2,1,1,2_1_1
15665,2011-06-24,168,5,797.414,3065,4748,238,2,2,1,2_2_1
16258,2011-10-25,45,15,796.168,1855,2683,239,1,2,1,1_2_1
13336,2011-09-23,77,1,795.12,2452,2532,240,1,1,1,1_1_1
17082,2011-11-06,33,6,788.6716666666667,1582,2194,241,1,1,1,1_1_1
14557,2011-09-15,85,1,788.38,2548,2091,242,1,1,1,1_1_1
14146,2011-12-01,8,12,787.525,489,1539,243,1,1,1,1_1_1
15614,2010-09-28,437,4,786.84,4491,1513,244,2,1,1,2_1_1
17416,2011-11-10,29,22,786.2931818181818,1419,1504,245,1,1,1,1_1_1
16609,2011-11-24,15,7,784.78,833,1442,246,1,1,1,1_1_1
13615,2011-01-25,318,8,784.06625,3752,957,247,2,1,1,2_1_1
17354,2011-10-20,50,4,783.4899999999999,1936,689,248,1,1,1,1_1_1
17139,2011-11-24,15,25,782.6704,834,326,249,1,1,1,1_1_1
17145,2010-07-15,512,4,780.2275,4751,293,250,2,1,1,2_1_1
17409,2011-06-08,184,10,779.351,3160,245,251,2,1,1,2_1_1
16958,2010-09-30,435,1,778.49,4474,117,252,2,1,1,2_1_1
16505,2011-11-08,31,1,777.6,1505,81,253,1,1,1,1_1_1
16938,2011-12-01,8,9,777.2622222222222,490,4456,254,1,2,1,1_2_1
13377,2010-11-08,396,2,776.44,4159,3861,255,2,2,1,2_2_1
13341,2011-03-24,260,1,775.85,3517,3554,256,2,2,1,2_2_1
15484,2011-12-08,1,6,775.35,32,3412,257,1,2,1,1_2_1
13091,2011-11-11,28,3,773.94,1383,3264,258,1,2,1,1_2_1
12980,2011-07-05,157,21,773.6085714285715,3013,2990,259,2,2,1,2_2_1
15075,2011-09-23,77,1,773.03,2453,2719,260,1,2,1,1_2_1
15067,2011-09-22,78,5,772.576,2467,2023,261,1,1,1,1_1_1
14565,2011-09-05,95,5,771.844,2650,1781,262,1,1,1,1_1_1
13362,2011-11-30,9,7,770.5814285714285,565,1720,263,1,1,1,1_1_1
12965,2011-09-11,89,1,769.8100000000001,2603,1247,264,1,1,1,1_1_1
16480,2011-09-25,75,1,769.29,2430,1004,265,1,1,1,1_1_1
17589,2011-10-10,60,18,768.7744444444444,2151,909,266,1,1,1,1_1_1
13356,2011-09-20,80,1,768.24,2503,644,267,1,1,1,1_1_1
15946,2010-07-25,502,3,768.06,4721,368,268,2,1,1,2_1_1
16491,2011-10-24,46,2,766.5799999999999,1877,259,269,1,1,1,1_1_1
12749,2011-12-06,3,9,766.3733333333333,214,225,270,1,1,1,1_1_1
14101,2011-09-27,73,13,766.3023076923076,2389,158,271,1,1,1,1_1_1
14567,2011-10-14,56,2,765.1800000000001,2065,4789,272,1,2,1,1_2_1
16244,2011-05-12,211,2,761.375,3292,4568,273,2,2,1,2_2_1
13357,2011-03-27,257,5,761.102,3512,4500,274,2,2,1,2_2_1
17509,2011-10-13,57,8,760.455,2083,4400,275,1,2,1,1_2_1
15482,2011-11-24,15,19,758.8084210526315,835,4366,276,1,2,1,1_2_1
13791,2011-08-04,127,2,758,2846,4365,277,2,2,1,2_2_1
14828,2011-05-27,196,13,756.8815384615385,3224,3419,278,2,2,1,2_2_1
13523,2011-11-06,33,6,755.7616666666667,1583,2624,279,1,1,1,1_1_1
17977,2011-11-10,29,2,755.7249999999999,1420,2468,280,1,1,1,1_1_1
15513,2011-11-06,33,35,755.3442857142858,1584,2455,281,1,1,1,1_1_1
16262,2010-11-26,378,1,755.15,3961,2317,282,2,1,1,2_1_1
13370,2010-12-03,371,1,754.87,3884,2283,283,2,1,1,2_1_1
18104,2011-11-02,37,1,754.64,1678,2186,284,1,1,1,1_1_1
15372,2011-07-25,137,8,752.1324999999999,2911,2141,285,2,1,1,2_1_1
14802,2010-09-27,438,2,751.49,4503,2086,286,2,1,1,2_1_1
13735,2011-11-15,24,13,750.9823076923077,1257,1777,287,1,1,1,1_1_1
13635,2011-10-03,67,4,749.79,2299,1734,288,1,1,1,1_1_1
14923,2011-10-20,50,1,749.1,1937,1507,289,1,1,1,1_1_1
13407,2010-05-10,578,3,748.2333333333333,4940,1473,290,2,1,1,2_1_1
13458,2011-12-02,7,16,747.454375,428,1368,291,1,1,1,1_1_1
17625,2011-11-21,18,8,747.3625,1005,1355,292,1,1,1,1_1_1
14961,2011-11-29,10,22,745.915909090909,624,1352,293,1,1,1,1_1_1
15903,2011-11-30,9,12,744.9866666666667,566,1337,294,1,1,1,1_1_1
13354,2011-09-29,71,1,743.53,2341,1279,295,1,1,1,1_1_1
14134,2010-11-22,382,15,741.5566666666666,4019,1243,296,2,1,1,2_1_1
15494,2011-11-18,21,5,740.52,1106,952,297,1,1,1,1_1_1
13253,2011-07-06,156,4,737.7775,3004,742,298,2,1,1,2_1_1
17593,2011-12-06,3,11,735.6654545454545,215,529,299,1,1,1,1_1_1
16563,2011-10-17,53,6,735.4266666666667,2023,72,300,1,1,1,1_1_1
13286,2010-04-18,600,1,734.91,5020,4786,301,2,2,1,2_2_1
12882,2011-11-30,9,2,731.52,567,4517,302,1,2,1,1_2_1
16308,2011-11-02,37,7,731.4285714285714,1679,3842,303,1,2,1,1_2_1
18163,2010-05-04,584,1,728.84,4964,3584,304,2,2,1,2_2_1
13001,2011-12-05,4,33,728.5651515151516,297,2809,305,1,2,1,1_2_1
12917,2011-08-03,128,6,726.5333333333333,2858,2658,306,2,1,1,2_1_1
13361,2010-08-24,472,2,725.25,4625,2438,307,2,1,1,2_1_1
18187,2010-03-18,631,1,724.89,5102,2006,308,2,1,1,2_1_1
15876,2010-10-26,409,2,724.5699999999999,4254,1798,309,2,1,1,2_1_1
18055,2011-12-02,7,14,724.4742857142858,429,1729,310,1,1,1,1_1_1
13264,2010-09-23,442,1,722.5600000000001,4513,1717,311,2,1,1,2_1_1
13583,2011-07-07,155,2,722.5155,2997,1639,312,2,1,1,2_1_1
15505,2011-10-18,52,5,722.192,2000,1622,313,1,1,1,1_1_1
15791,2011-10-27,43,5,721.668,1801,1318,314,1,1,1,1_1_1
13543,2010-03-15,634,2,719.8050000000001,5111,706,315,2,1,1,2_1_1
16088,2010-05-13,575,2,718.7149999999999,4927,683,316,2,1,1,2_1_1
13604,2010-02-19,658,1,717.62,5169,628,317,2,1,1,2_1_1
16269,2010-09-28,437,1,717.57,4492,436,318,2,1,1,2_1_1
16275,2011-05-27,196,3,717.0366666666666,3225,330,319,2,1,1,2_1_1
16716,2011-03-18,266,3,716.5600000000001,3556,276,320,2,1,1,2_1_1
17761,2011-11-07,32,1,712.78,1549,190,321,1,1,1,1_1_1
15950,2011-11-08,31,10,712.091,1506,112,322,1,1,1,1_1_1
13517,2011-10-11,59,3,709.4733333333334,2132,59,323,1,1,1,1_1_1
15125,2011-11-14,25,24,709.3695833333334,1307,4700,324,1,2,1,1_2_1
14842,2011-10-27,43,4,706.1725,1802,4661,325,1,2,1,1_2_1
12949,2011-11-09,30,22,705.7590909090909,1467,3729,326,1,2,1,1_2_1
15444,2011-11-30,9,2,705.605,568,3677,327,1,2,1,1_2_1
16854,2010-10-18,417,2,704.48,4320,3354,328,2,2,1,2_2_1
17722,2011-09-04,96,5,704.044,2664,3203,329,1,2,1,1_2_1
13629,2011-11-16,23,19,703.7294736842106,1203,2976,330,1,2,1,1_2_1
17338,2011-11-22,17,17,699.3723529411765,939,2934,331,1,2,1,1_2_1
17428,2011-12-09,0,45,699.2613333333334,5,2521,332,1,1,1,1_1_1
17597,2011-05-10,213,5,696.818,3310,2386,333,2,1,1,2_1_1
14676,2011-11-08,31,12,696.3991666666667,1507,2337,334,1,1,1,1_1_1
15322,2011-09-15,85,2,695.43,2549,2286,335,1,1,1,1_1_1
14121,2011-12-06,3,4,695.0375,216,1948,336,1,1,1,1_1_1
15995,2010-10-21,414,1,694.54,4296,1808,337,2,1,1,2_1_1
13849,2011-10-19,51,5,693.86,1974,1804,338,1,1,1,1_1_1
18194,2011-09-18,82,6,693.6733333333334,2531,1736,339,1,1,1,1_1_1
13461,2011-11-01,38,6,693.3333333333333,1703,1690,340,1,1,1,1_1_1
15150,2011-11-22,17,13,690.6107692307693,940,1656,341,1,1,1,1_1_1
14426,2011-11-16,23,17,689.8788235294118,1204,1617,342,1,1,1,1_1_1
15673,2011-09-12,88,9,689.3688888888889,2589,1587,343,1,1,1,1_1_1
12886,2011-10-03,67,2,689.2,2300,1550,344,1,1,1,1_1_1
16795,2010-12-09,365,3,687.47,3855,1157,345,2,1,1,2_1_1
15485,2011-11-09,30,7,687.2742857142857,1468,1100,346,1,1,1,1_1_1
14045,2011-08-22,109,16,686.664375,2749,803,347,2,1,1,2_1_1
13798,2011-12-08,1,110,685.717,33,707,348,1,1,1,1_1_1
13381,2011-11-08,31,12,685.3641666666666,1508,687,349,1,1,1,1_1_1
13555,2011-09-27,73,13,683.9876923076923,2390,673,350,1,1,1,1_1_1
